cluster_id,source,record_id,NIB,nama
OSS_126,OSS,5068,9687403304544,UD MARYADI WIDIASTUTI TBK
OSS_127,OSS,1261,0045880971861,CV PRAKASA NARPATI
OSS_127,OSS,5142,0045880971861,CV PRAKASA NARPATI
OSS_128,OSS,5480,0823696269022,PT PRASTUTI
OSS_128,OSS,1275,0823696269022,PT PRASTUTI
OSS_129,OSS,1294,8447936561156,PD HALIM PRAYOGA TBK
OSS_129,OSS,5471,8447936561156,PD HALIM PRAYOGA TBK
OSS_130,OSS,1305,1628335689058,PT MARPAUNG TBK
OSS_130,OSS,5490,1628335689058,PT MARPAUNG TBK
OSS_131,OSS,5427,5362917148541,PERUM LAKSMIWATI NABABAN
OSS_131,OSS,1307,5362917148541,PERUM LAKSMIWATI NABABAN
OSS_132,OSS,5476,4029363409412,PT SINAGA
OSS_132,OSS,1310,4029363409412,PT SINAGA
OSS_133,OSS,1340,1257804737198,PERUM NAMAGA SETIAWAN (PERSERO) TBK
OSS_133,OSS,5494,1257804737198,PERUM NAMAGA SETIAWAN (PERSERO) TBK
OSS_134,OSS,5353,2506668606734,PD MAYASARI LESTARI (PERSERO) TBK
OSS_134,OSS,1343,2506668606734,PD MAYASARI LESTARI (PERSERO) TBK
OSS_135,OSS,5304,1660191090488,PD THAMRIN (PERSERO) TBK
OSS_135,OSS,1347,1660191090488,PD THAMRIN (PERSERO) TBK
OSS_136,OSS,5076,3717758856274,CV HARYANTI TBK
OSS_136,OSS,1357,3717758856274,CV HARYANTI TBK
OSS_137,OSS,5388,7920623145968,CV YOLANDA KUSMAWATI
OSS_137,OSS,1359,7920623145968,CV YOLANDA KUSMAWATI
OSS_138,OSS,1369,6578963558774,UD ARYANI TBK
OSS_138,OSS,5021,6578963558774,UD ARYANI TBK
OSS_139,OSS,1372,2621074144301,UD NASYIAH (PERSERO) TBK
OSS_139,OSS,5462,2621074144301,UD NASYIAH (PERSERO) TBK
OSS_140,OSS,5259,2749033122239,PERUM WASKITA SUWARNO
OSS_140,OSS,1375,2749033122239,PERUM WASKITA SUWARNO
OSS_141,OSS,1376,8368747774070,PD MAHESWARA RAHIMAH TBK
OSS_141,OSS,5062,8368747774070,PD MAHESWARA RAHIMAH TBK
OSS_142,OSS,1386,3277011549177,PD HABIBI TBK
OSS_142,OSS,5178,3277011549177,PD HABIBI TBK
OSS_143,OSS,1400,9663309235654,PT MUSTOFA MAHESWARA
OSS_143,OSS,5478,9663309235654,PT MUSTOFA MAHESWARA
OSS_144,OSS,1408,0767490641227,CV JANUAR PADMASARI
OSS_144,OSS,5039,0767490641227,CV JANUAR PADMASARI
OSS_145,OSS,5201,0931608988850,CV SITOMPUL (PERSERO) TBK
OSS_145,OSS,1411,0931608988850,CV SITOMPUL (PERSERO) TBK
OSS_146,OSS,1419,8674715203519,UD HANDAYANI MAULANA
OSS_146,OSS,5301,8674715203519,UD HANDAYANI MAULANA
OSS_147,OSS,5164,8917005229184,PERUM WASITA HASANAH TBK
OSS_147,OSS,1421,8917005229184,PERUM WASITA HASANAH TBK
OSS_148,OSS,5145,5995843835699,UD NAPITUPULU (PERSERO) TBK
OSS_148,OSS,1436,5995843835699,UD NAPITUPULU (PERSERO) TBK
OSS_149,OSS,5200,7533552620294,PT WINARNO USAMAH TBK
OSS_149,OSS,1438,7533552620294,PT WINARNO USAMAH TBK
OSS_150,OSS,5354,1202241756168,UD SITUMORANG
OSS_150,OSS,1446,1202241756168,UD SITUMORANG
OSS_151,OSS,5278,4421065100460,PD KUSWOYO SAFITRI TBK
OSS_151,OSS,1463,4421065100460,PD KUSWOYO SAFITRI TBK
OSS_152,OSS,5227,9940232358593,CV ANGGRAINI ASTUTI
OSS_152,OSS,1478,9940232358593,CV ANGGRAINI ASTUTI
OSS_153,OSS,5268,8197354425247,PD SIREGAR
OSS_153,OSS,1479,8197354425247,PD SIREGAR
OSS_154,OSS,1483,1794964549595,PT MAHESWARA JAILANI
OSS_154,OSS,5196,1794964549595,PT MAHESWARA JAILANI
OSS_155,OSS,1491,4175024130078,PD HASSANAH
OSS_155,OSS,5071,4175024130078,PD HASSANAH
OSS_156,OSS,1516,8958247733912,UD WIJAYA TBK
OSS_156,OSS,5238,8958247733912,UD WIJAYA TBK
OSS_157,OSS,5172,2446666948360,PD PRASETYA
OSS_157,OSS,1525,2446666948360,PD PRASETYA
OSS_158,OSS,1529,4769123779398,UD WIBISONO
OSS_158,OSS,5013,4769123779398,UD WIBISONO
OSS_159,OSS,1536,4267302209941,PERUM RAHAYU NATSIR
OSS_159,OSS,5428,4267302209941,PERUM RAHAYU NATSIR
OSS_160,OSS,1539,7279732829018,UD PRAYOGA PURWANTI
OSS_160,OSS,5222,7279732829018,UD PRAYOGA PURWANTI
OSS_161,OSS,1544,7358727299335,PD LESTARI
OSS_161,OSS,5264,7358727299335,PD LESTARI
OSS_162,OSS,5024,0041770734603,PERUM MAHENDRA MARYADI (PERSERO) TBK
OSS_162,OSS,1571,0041770734603,PERUM MAHENDRA MARYADI (PERSERO) TBK
OSS_163,OSS,1584,4577661388655,CV ARYANI HANDAYANI TBK
OSS_163,OSS,5155,4577661388655,CV ARYANI HANDAYANI TBK
OSS_164,OSS,1593,7838744308183,PD SAEFULLAH
OSS_164,OSS,5093,7838744308183,PD SAEFULLAH
OSS_165,OSS,5492,5839340835442,PT PRATIWI
OSS_165,OSS,1644,5839340835442,PT PRATIWI
OSS_166,OSS,1652,3928532025461,CV ZULKARNAIN
OSS_166,OSS,5309,3928532025461,CV ZULKARNAIN
OSS_167,OSS,5185,5589223552858,CV PRATAMA TBK
OSS_167,OSS,1666,5589223552858,CV PRATAMA TBK
OSS_168,OSS,5124,0504726097962,PD HUTAPEA RAJATA TBK
OSS_168,OSS,1671,0504726097962,PD HUTAPEA RAJATA TBK
OSS_169,OSS,1676,7123933065335,CV SARAGIH WALUYO (PERSERO) TBK
OSS_169,OSS,5358,7123933065335,CV SARAGIH WALUYO (PERSERO) TBK
OSS_170,OSS,1688,3514244966390,PERUM SANTOSO HABIBI TBK
OSS_170,OSS,5292,3514244966390,PERUM SANTOSO HABIBI TBK
OSS_171,OSS,5066,8326213841551,UD SAFITRI
OSS_171,OSS,1695,8326213841551,UD SAFITRI
OSS_172,OSS,1705,8921327381522,PD HARIYAH
OSS_172,OSS,5133,8921327381522,PD HARIYAH
OSS_173,OSS,5061,5951763524130,PT PRATAMA NURAINI TBK
OSS_173,OSS,1711,5951763524130,PT PRATAMA NURAINI TBK
OSS_174,OSS,1712,9235777414905,PT PALASTRI
OSS_174,OSS,5130,9235777414905,PT PALASTRI
OSS_175,OSS,1737,0045820721624,UD UWAIS TBK
OSS_175,OSS,5138,0045820721624,UD UWAIS TBK
OSS_176,OSS,5481,9924662576013,PERUM WALUYO WIJAYANTI (PERSERO) TBK
OSS_176,OSS,1742,9924662576013,PERUM WALUYO WIJAYANTI (PERSERO) TBK
OSS_177,OSS,1745,8924418328113,PT KUSWANDARI HUTASOIT
OSS_177,OSS,5207,8924418328113,PT KUSWANDARI HUTASOIT
OSS_178,OSS,5266,7649737805342,UD RAJATA
OSS_178,OSS,1747,7649737805342,UD RAJATA
OSS_179,OSS,5122,0422464069486,PERUM NAJMUDIN ANGGRAINI
OSS_179,OSS,1766,0422464069486,PERUM NAJMUDIN ANGGRAINI
OSS_180,OSS,5441,5761867706672,PERUM ZULKARNAIN
OSS_180,OSS,1771,5761867706672,PERUM ZULKARNAIN
OSS_181,OSS,1777,6089706493759,PERUM PRADANA PRASETYA
OSS_181,OSS,5442,6089706493759,PERUM PRADANA PRASETYA
OSS_182,OSS,5184,8144166611772,PD RAJATA
OSS_182,OSS,1828,8144166611772,PD RAJATA
OSS_183,OSS,1833,6941513985532,PD JANUAR RAHAYU
OSS_183,OSS,5389,6941513985532,PD JANUAR RAHAYU
OSS_184,OSS,5105,7080538289812,CV NURAINI
OSS_184,OSS,1838,7080538289812,CV NURAINI
OSS_185,OSS,1843,2360368085884,PERUM TARIHORAN TBK
OSS_185,OSS,5092,2360368085884,PERUM TARIHORAN TBK
OSS_186,OSS,5408,8319180438430,UD TAMPUBOLON
OSS_186,OSS,1844,8319180438430,UD TAMPUBOLON
OSS_187,OSS,1849,5333501626251,PD ARYANI (PERSERO) TBK
OSS_187,OSS,5101,5333501626251,PD ARYANI (PERSERO) TBK
OSS_188,OSS,1857,7417060225255,PT WIBISONO RAHAYU
OSS_188,OSS,5315,7417060225255,PT WIBISONO RAHAYU
OSS_189,OSS,1860,9992570992861,PT PRATAMA ANGGRAINI
OSS_189,OSS,5399,9992570992861,PT PRATAMA ANGGRAINI
OSS_190,OSS,5440,2396042445025,CV USADA
OSS_190,OSS,1879,2396042445025,CV USADA
OSS_191,OSS,5118,8723063657837,PERUM PRASETYO TBK
OSS_191,OSS,1887,8723063657837,PERUM PRASETYO TBK
OSS_192,OSS,1908,4773920244407,CV MANDASARI ZULKARNAIN
OSS_192,OSS,5390,4773920244407,CV MANDASARI ZULKARNAIN
OSS_193,OSS,1912,0606737788921,PD ARDIANTO TBK
OSS_193,OSS,5042,0606737788921,PD ARDIANTO TBK
OSS_194,OSS,5098,6330804808861,PD LAKSITA TBK
OSS_194,OSS,1916,6330804808861,PD LAKSITA TBK
OSS_195,OSS,1940,7476308357289,PD RAMADAN HASANAH (PERSERO) TBK
OSS_195,OSS,5069,7476308357289,PD RAMADAN HASANAH (PERSERO) TBK
OSS_196,OSS,5040,8024557116274,PT ANDRIANI TBK
OSS_196,OSS,1950,8024557116274,PT ANDRIANI TBK
OSS_197,OSS,1955,8005573380792,PD SUARTINI HANDAYANI TBK
OSS_197,OSS,5022,8005573380792,PD SUARTINI HANDAYANI TBK
OSS_198,OSS,1961,1567261736292,PD DABUKKE TBK
OSS_198,OSS,5091,1567261736292,PD DABUKKE TBK
OSS_199,OSS,1973,5887850660675,PT NOVITASARI
OSS_199,OSS,5053,5887850660675,PT NOVITASARI
OSS_200,OSS,2000,0826565293675,CV MARYATI
OSS_200,OSS,5265,0826565293675,CV MARYATI
OSS_201,OSS,2001,3642209470544,PT PRANOWO WIDIASTUTI (PERSERO) TBK
OSS_201,OSS,5447,3642209470544,PT PRANOWO WIDIASTUTI (PERSERO) TBK
