NIB_OSS,ID_PERUSAHAAN_CEISA,NIB_CEISA,match_type,similarity_score
1485646799702,C001571,1485646799702,EXACT_NIB,1.0
5054447132475,C003597,5054447132475,EXACT_NIB,1.0
8214862890233,C004420,8214862890233,EXACT_NIB,1.0
7972798552414,C000889,7972798552414,EXACT_NIB,1.0
0722903494466,C002766,0722903494466,EXACT_NIB,1.0
0545444328309,C000154,0545444328309,EXACT_NIB,1.0
9353875842824,C002167,9353875842824,EXACT_NIB,1.0
5494717099917,C000620,5494717099917,EXACT_NIB,1.0
2175250074329,C003588,2175250074329,EXACT_NIB,1.0
5058300335421,C004255,5058300335421,EXACT_NIB,1.0
5753260332309,C002618,5753260332309,EXACT_NIB,1.0
3564208737530,C003699,3564208737530,EXACT_NIB,1.0
7447012045561,C003363,7447012045561,EXACT_NIB,1.0
1667467621202,C001456,1667467621202,EXACT_NIB,1.0
6701450899358,C004100,6701450899358,EXACT_NIB,1.0
0166088019948,C004535,0166088019948,EXACT_NIB,1.0
6149331637351,C000273,6149331637351,EXACT_NIB,1.0
6978292216995,C002596,6978292216995,EXACT_NIB,1.0
8485833394522,C000085,8485833394522,EXACT_NIB,1.0
0810620034244,C001910,0810620034244,EXACT_NIB,1.0
4066658004397,C003586,4066658004397,EXACT_NIB,1.0
1606484229405,C000190,1606484229405,EXACT_NIB,1.0
1826886153355,C003145,1826886153355,EXACT_NIB,1.0
1648408588770,C000099,1648408588770,EXACT_NIB,1.0
6138612075011,C002893,6138612075011,EXACT_NIB,1.0
1809190158144,C000352,1809190158144,EXACT_NIB,1.0
5368222394312,C001278,5368222394312,EXACT_NIB,1.0
7552314913577,C002858,7552314913577,EXACT_NIB,1.0
6452577754781,C003096,6452577754781,EXACT_NIB,1.0
0848872563942,C003268,0848872563942,EXACT_NIB,1.0
9275037314530,C003451,9275037314530,EXACT_NIB,1.0
6659184638655,C002854,6659184638655,EXACT_NIB,1.0
9136517773926,C002407,9136517773926,EXACT_NIB,1.0
6990413797723,C004578,6990413797723,EXACT_NIB,1.0
0388629127990,C000407,0388629127990,EXACT_NIB,1.0
7659916247314,C003965,7659916247314,EXACT_NIB,1.0
9448695946368,C002691,9448695946368,EXACT_NIB,1.0
3721386589026,C002044,3721386589026,EXACT_NIB,1.0
6566938011848,C000686,6566938011848,EXACT_NIB,1.0
8451848947697,C002481,8451848947697,EXACT_NIB,1.0
3356588043416,C003019,3356588043416,EXACT_NIB,1.0
3733343333952,C002530,3733343333952,EXACT_NIB,1.0
9472846392086,C003289,9472846392086,EXACT_NIB,1.0
1559428434795,C000994,1559428434795,EXACT_NIB,1.0
3143866322702,C002925,3143866322702,EXACT_NIB,1.0
3471754558845,C001381,3471754558845,EXACT_NIB,1.0
4722569961125,C002788,4722569961125,EXACT_NIB,1.0
2341326111780,C004029,2341326111780,EXACT_NIB,1.0
7228200557784,C002577,7228200557784,EXACT_NIB,1.0
1745642400825,C001503,1745642400825,EXACT_NIB,1.0
3686632663416,C001080,3686632663416,EXACT_NIB,1.0
7974973502080,C004117,7974973502080,EXACT_NIB,1.0
4757051204618,C001607,4757051204618,EXACT_NIB,1.0
8376452088147,C001280,8376452088147,EXACT_NIB,1.0
6300979251327,C000150,6300979251327,EXACT_NIB,1.0
8573065240778,C001247,8573065240778,EXACT_NIB,1.0
4857086209593,C003186,4857086209593,EXACT_NIB,1.0
1810220317310,C003929,1810220317310,EXACT_NIB,1.0
7170586509480,C002926,7170586509480,EXACT_NIB,1.0
2886195761228,C002449,2886195761228,EXACT_NIB,1.0
3983684577600,C004510,3983684577600,EXACT_NIB,1.0
9921075224593,C004487,9921075224593,EXACT_NIB,1.0
9610556613906,C000104,9610556613906,EXACT_NIB,1.0
9813646225179,C000321,9813646225179,EXACT_NIB,1.0
8983314659116,C004904,8983314659116,EXACT_NIB,1.0
3352110392405,C002466,3352110392405,EXACT_NIB,1.0
0698042043940,C000447,0698042043940,EXACT_NIB,1.0
1579812387800,C002499,1579812387800,EXACT_NIB,1.0
4046084325621,C001733,4046084325621,EXACT_NIB,1.0
7526772233060,C002870,7526772233060,EXACT_NIB,1.0
6609656999880,C000092,6609656999880,EXACT_NIB,1.0
4472649082771,C004611,4472649082771,EXACT_NIB,1.0
3714521117518,C004501,3714521117518,EXACT_NIB,1.0
2222064474212,C004013,2222064474212,EXACT_NIB,1.0
7671990384983,C000073,7671990384983,EXACT_NIB,1.0
2499982795014,C002223,2499982795014,EXACT_NIB,1.0
2934301071396,C002717,2934301071396,EXACT_NIB,1.0
0155699023557,C002862,0155699023557,EXACT_NIB,1.0
5880395512405,C004727,5880395512405,EXACT_NIB,1.0
3574384215031,C001894,3574384215031,EXACT_NIB,1.0
2307681040915,C003103,2307681040915,EXACT_NIB,1.0
8571422410988,C000810,8571422410988,EXACT_NIB,1.0
7020701601662,C002594,7020701601662,EXACT_NIB,1.0
8179217174773,C001976,8179217174773,EXACT_NIB,1.0
5396695832197,C003966,5396695832197,EXACT_NIB,1.0
6570132902278,C004837,6570132902278,EXACT_NIB,1.0
8624058008514,C004759,8624058008514,EXACT_NIB,1.0
6562422010276,C000401,6562422010276,EXACT_NIB,1.0
6909738468950,C003352,6909738468950,EXACT_NIB,1.0
1894905807787,C004036,1894905807787,EXACT_NIB,1.0
2904904712814,C001897,2904904712814,EXACT_NIB,1.0
3728051292766,C003693,3728051292766,EXACT_NIB,1.0
7836674286047,C003953,7836674286047,EXACT_NIB,1.0
9673938525800,C004713,9673938525800,EXACT_NIB,1.0
0093911192692,C002233,0093911192692,EXACT_NIB,1.0
7766183067198,C002617,7766183067198,EXACT_NIB,1.0
0634615717320,C003782,0634615717320,EXACT_NIB,1.0
0613878293102,C004295,0613878293102,EXACT_NIB,1.0
6519825309251,C002346,6519825309251,EXACT_NIB,1.0
1002194672324,C002288,1002194672324,EXACT_NIB,1.0
3181958837340,C003629,3181958837340,EXACT_NIB,1.0
6459701082207,C002385,6459701082207,EXACT_NIB,1.0
1363631797062,C001462,1363631797062,EXACT_NIB,1.0
0421776253492,C001602,0421776253492,EXACT_NIB,1.0
3356939290600,C003025,3356939290600,EXACT_NIB,1.0
6325431074279,C004176,6325431074279,EXACT_NIB,1.0
0165790552818,C001473,0165790552818,EXACT_NIB,1.0
6401557788178,C004817,6401557788178,EXACT_NIB,1.0
1241272380468,C004383,1241272380468,EXACT_NIB,1.0
5579887749242,C002696,5579887749242,EXACT_NIB,1.0
7275208854749,C000884,7275208854749,EXACT_NIB,1.0
3751509398343,C001492,3751509398343,EXACT_NIB,1.0
8519610646287,C001185,8519610646287,EXACT_NIB,1.0
3002447146273,C002059,3002447146273,EXACT_NIB,1.0
1589042902572,C003671,1589042902572,EXACT_NIB,1.0
1928554451895,C002636,1928554451895,EXACT_NIB,1.0
3898881671120,C000863,3898881671120,EXACT_NIB,1.0
3423216110760,C000460,3423216110760,EXACT_NIB,1.0
3932501249552,C000416,3932501249552,EXACT_NIB,1.0
8013875927125,C003196,8013875927125,EXACT_NIB,1.0
8015716479473,C001403,8015716479473,EXACT_NIB,1.0
1126691215353,C000611,1126691215353,EXACT_NIB,1.0
6784271147732,C002965,6784271147732,EXACT_NIB,1.0
8773477848588,C004169,8773477848588,EXACT_NIB,1.0
4276246719788,C000054,4276246719788,EXACT_NIB,1.0
0090255905616,C003975,0090255905616,EXACT_NIB,1.0
8507698640790,C000791,8507698640790,EXACT_NIB,1.0
2945637183440,C000542,2945637183440,EXACT_NIB,1.0
4846853664987,C000333,4846853664987,EXACT_NIB,1.0
2324665136442,C001421,2324665136442,EXACT_NIB,1.0
1898471391559,C003874,1898471391559,EXACT_NIB,1.0
7851586734257,C002185,7851586734257,EXACT_NIB,1.0
1837606441343,C004229,1837606441343,EXACT_NIB,1.0
5612481569857,C000408,5612481569857,EXACT_NIB,1.0
0382965772429,C000671,0382965772429,EXACT_NIB,1.0
3420696942152,C004700,3420696942152,EXACT_NIB,1.0
4476263934362,C002219,4476263934362,EXACT_NIB,1.0
6366941180053,C001386,6366941180053,EXACT_NIB,1.0
0924287572158,C000657,0924287572158,EXACT_NIB,1.0
4856257287032,C004915,4856257287032,EXACT_NIB,1.0
7771215134228,C001168,7771215134228,EXACT_NIB,1.0
1659152017774,C004748,1659152017774,EXACT_NIB,1.0
0896164236103,C002934,0896164236103,EXACT_NIB,1.0
8377674996165,C002163,8377674996165,EXACT_NIB,1.0
1476174224386,C000262,1476174224386,EXACT_NIB,1.0
7945232194168,C002412,7945232194168,EXACT_NIB,1.0
5641220310303,C001190,5641220310303,EXACT_NIB,1.0
7308069581467,C003670,7308069581467,EXACT_NIB,1.0
5972466572934,C004410,5972466572934,EXACT_NIB,1.0
0545228015619,C003812,0545228015619,EXACT_NIB,1.0
7119918081213,C002146,7119918081213,EXACT_NIB,1.0
8507208115562,C004331,8507208115562,EXACT_NIB,1.0
5048926738997,C003121,5048926738997,EXACT_NIB,1.0
1884852008943,C003918,1884852008943,EXACT_NIB,1.0
0753998935449,C003093,0753998935449,EXACT_NIB,1.0
6110627371586,C000320,6110627371586,EXACT_NIB,1.0
0772881377028,C003107,0772881377028,EXACT_NIB,1.0
4470229604432,C004097,4470229604432,EXACT_NIB,1.0
9228777251996,C001803,9228777251996,EXACT_NIB,1.0
6870079420074,C004098,6870079420074,EXACT_NIB,1.0
2846398554743,C000301,2846398554743,EXACT_NIB,1.0
0687681180715,C000672,0687681180715,EXACT_NIB,1.0
5319433750479,C001880,5319433750479,EXACT_NIB,1.0
2493843089487,C003071,2493843089487,EXACT_NIB,1.0
3046875063519,C001468,3046875063519,EXACT_NIB,1.0
9543173505831,C001413,9543173505831,EXACT_NIB,1.0
1207049611080,C004264,1207049611080,EXACT_NIB,1.0
9150785931109,C001574,9150785931109,EXACT_NIB,1.0
0249685498227,C001924,0249685498227,EXACT_NIB,1.0
3153779599594,C001369,3153779599594,EXACT_NIB,1.0
7563620501508,C001508,7563620501508,EXACT_NIB,1.0
2583230241026,C000274,2583230241026,EXACT_NIB,1.0
9611223386559,C003210,9611223386559,EXACT_NIB,1.0
9731791286857,C001055,9731791286857,EXACT_NIB,1.0
7363466925481,C002928,7363466925481,EXACT_NIB,1.0
7546027341514,C002859,7546027341514,EXACT_NIB,1.0
4439284044566,C003205,4439284044566,EXACT_NIB,1.0
8775153663778,C001498,8775153663778,EXACT_NIB,1.0
8459090225999,C001973,8459090225999,EXACT_NIB,1.0
2182097023164,C003361,2182097023164,EXACT_NIB,1.0
2867163234672,C004640,2867163234672,EXACT_NIB,1.0
3859777901475,C003261,3859777901475,EXACT_NIB,1.0
9160324841376,C002158,9160324841376,EXACT_NIB,1.0
1765636004125,C002832,1765636004125,EXACT_NIB,1.0
2418621042752,C001747,2418621042752,EXACT_NIB,1.0
3353310600531,C002175,3353310600531,EXACT_NIB,1.0
9386613315520,C003637,9386613315520,EXACT_NIB,1.0
7189241956252,C000329,7189241956252,EXACT_NIB,1.0
3091436391025,C004095,3091436391025,EXACT_NIB,1.0
0864035533803,C001525,0864035533803,EXACT_NIB,1.0
0023212983381,C000157,0023212983381,EXACT_NIB,1.0
7156627768962,C000997,7156627768962,EXACT_NIB,1.0
4689715273230,C000255,4689715273230,EXACT_NIB,1.0
0692364587506,C001110,0692364587506,EXACT_NIB,1.0
2011669183626,C000435,2011669183626,EXACT_NIB,1.0
0415093771004,C000961,0415093771004,EXACT_NIB,1.0
5535669055107,C004452,5535669055107,EXACT_NIB,1.0
8027148727178,C000689,8027148727178,EXACT_NIB,1.0
5528993160875,C003668,5528993160875,EXACT_NIB,1.0
5661844386125,C003345,5661844386125,EXACT_NIB,1.0
2333059126620,C002211,2333059126620,EXACT_NIB,1.0
7492617647501,C000466,7492617647501,EXACT_NIB,1.0
6492151826068,C002582,6492151826068,EXACT_NIB,1.0
1029321840118,C000704,1029321840118,EXACT_NIB,1.0
5859883103032,C003555,5859883103032,EXACT_NIB,1.0
2671462831435,C002521,2671462831435,EXACT_NIB,1.0
8615155423401,C004251,8615155423401,EXACT_NIB,1.0
4849102562588,C001549,4849102562588,EXACT_NIB,1.0
0539672757844,C004249,0539672757844,EXACT_NIB,1.0
2901487068277,C001099,2901487068277,EXACT_NIB,1.0
8909728321528,C002147,8909728321528,EXACT_NIB,1.0
4309634807970,C003113,4309634807970,EXACT_NIB,1.0
1882617024376,C003471,1882617024376,EXACT_NIB,1.0
0531340266502,C002949,0531340266502,EXACT_NIB,1.0
6862110225803,C000524,6862110225803,EXACT_NIB,1.0
2823414363718,C003463,2823414363718,EXACT_NIB,1.0
9310668433567,C002309,9310668433567,EXACT_NIB,1.0
4396112910933,C001131,4396112910933,EXACT_NIB,1.0
4855716176880,C002116,4855716176880,EXACT_NIB,1.0
8669432029390,C003680,8669432029390,EXACT_NIB,1.0
2424033810595,C004559,2424033810595,EXACT_NIB,1.0
7272239724042,C004569,7272239724042,EXACT_NIB,1.0
0916601002314,C004299,0916601002314,EXACT_NIB,1.0
7230848100184,C003556,7230848100184,EXACT_NIB,1.0
6172131451951,C000693,6172131451951,EXACT_NIB,1.0
4945147541022,C001735,4945147541022,EXACT_NIB,1.0
2265576769523,C001506,2265576769523,EXACT_NIB,1.0
9179202521310,C004225,9179202521310,EXACT_NIB,1.0
0412009282066,C002014,0412009282066,EXACT_NIB,1.0
2369036289177,C003357,2369036289177,EXACT_NIB,1.0
5034281139043,C002742,5034281139043,EXACT_NIB,1.0
4683565215681,C001410,4683565215681,EXACT_NIB,1.0
6063399129710,C003869,6063399129710,EXACT_NIB,1.0
5511274747219,C003567,5511274747219,EXACT_NIB,1.0
0903802146296,C004201,0903802146296,EXACT_NIB,1.0
6636515597371,C003095,6636515597371,EXACT_NIB,1.0
6730306442121,C002534,6730306442121,EXACT_NIB,1.0
5423567782659,C003042,5423567782659,EXACT_NIB,1.0
2751648072791,C004489,2751648072791,EXACT_NIB,1.0
4481776655868,C001476,4481776655868,EXACT_NIB,1.0
1111096179817,C001649,1111096179817,EXACT_NIB,1.0
7660538444463,C002106,7660538444463,EXACT_NIB,1.0
3960962626582,C001333,3960962626582,EXACT_NIB,1.0
9209819602752,C001372,9209819602752,EXACT_NIB,1.0
9117911244211,C003021,9117911244211,EXACT_NIB,1.0
5722402990155,C002994,5722402990155,EXACT_NIB,1.0
3513052312447,C000109,3513052312447,EXACT_NIB,1.0
4619942376769,C004900,4619942376769,EXACT_NIB,1.0
7208496498560,C004547,7208496498560,EXACT_NIB,1.0
0505379538164,C002782,0505379538164,EXACT_NIB,1.0
0461172959639,C003679,0461172959639,EXACT_NIB,1.0
0644556185790,C003972,0644556185790,EXACT_NIB,1.0
6321358004010,C000108,6321358004010,EXACT_NIB,1.0
9671883977457,C004485,9671883977457,EXACT_NIB,1.0
6371539885472,C004529,6371539885472,EXACT_NIB,1.0
4912711307240,C004041,4912711307240,EXACT_NIB,1.0
7451066343629,C001407,7451066343629,EXACT_NIB,1.0
8143966613473,C001686,8143966613473,EXACT_NIB,1.0
2512257207650,C001406,2512257207650,EXACT_NIB,1.0
9714802632570,C002419,9714802632570,EXACT_NIB,1.0
5569644309859,C004775,5569644309859,EXACT_NIB,1.0
8821423691430,C002031,8821423691430,EXACT_NIB,1.0
6592342683441,C001158,6592342683441,EXACT_NIB,1.0
5756766708061,C004050,5756766708061,EXACT_NIB,1.0
0793110291813,C004906,0793110291813,EXACT_NIB,1.0
8497916202232,C001683,8497916202232,EXACT_NIB,1.0
1766204719609,C000302,1766204719609,EXACT_NIB,1.0
3586812259572,C001363,3586812259572,EXACT_NIB,1.0
1094101759025,C003549,1094101759025,EXACT_NIB,1.0
8319013020569,C000412,8319013020569,EXACT_NIB,1.0
8217661912841,C004407,8217661912841,EXACT_NIB,1.0
4189389846908,C002503,4189389846908,EXACT_NIB,1.0
0850371990516,C004102,0850371990516,EXACT_NIB,1.0
7430003896087,C004405,7430003896087,EXACT_NIB,1.0
5535603319036,C001431,5535603319036,EXACT_NIB,1.0
9342967111483,C000491,9342967111483,EXACT_NIB,1.0
8810569741328,C004248,8810569741328,EXACT_NIB,1.0
4496410496706,C001675,4496410496706,EXACT_NIB,1.0
0954930596601,C003369,0954930596601,EXACT_NIB,1.0
2044138459609,C001934,2044138459609,EXACT_NIB,1.0
7057836091498,C001212,7057836091498,EXACT_NIB,1.0
0310287950830,C003376,0310287950830,EXACT_NIB,1.0
5956164205955,C003133,5956164205955,EXACT_NIB,1.0
5889536902611,C004125,5889536902611,EXACT_NIB,1.0
5439435353751,C002917,5439435353751,EXACT_NIB,1.0
2836929445511,C003455,2836929445511,EXACT_NIB,1.0
7120602128866,C000597,7120602128866,EXACT_NIB,1.0
7676472298120,C002120,7676472298120,EXACT_NIB,1.0
8986456522036,C001727,8986456522036,EXACT_NIB,1.0
4491342138820,C002517,4491342138820,EXACT_NIB,1.0
7411767412415,C001868,7411767412415,EXACT_NIB,1.0
0853800329633,C001702,0853800329633,EXACT_NIB,1.0
0617893206496,C001903,0617893206496,EXACT_NIB,1.0
5874131467536,C002889,5874131467536,EXACT_NIB,1.0
3608545667664,C004746,3608545667664,EXACT_NIB,1.0
3286342556383,C004068,3286342556383,EXACT_NIB,1.0
3041662411186,C000209,3041662411186,EXACT_NIB,1.0
7314976461368,C004330,7314976461368,EXACT_NIB,1.0
6375791452118,C000386,6375791452118,EXACT_NIB,1.0
4520599604387,C000802,4520599604387,EXACT_NIB,1.0
2812371067287,C004542,2812371067287,EXACT_NIB,1.0
0433187510979,C004784,0433187510979,EXACT_NIB,1.0
4883192134249,C000932,4883192134249,EXACT_NIB,1.0
3192227051028,C003219,3192227051028,EXACT_NIB,1.0
5819324268774,C002974,5819324268774,EXACT_NIB,1.0
3652037583094,C003257,3652037583094,EXACT_NIB,1.0
4409079772781,C000495,4409079772781,EXACT_NIB,1.0
0843905529580,C000419,0843905529580,EXACT_NIB,1.0
6204485157919,C000116,6204485157919,EXACT_NIB,1.0
3432406424295,C002604,3432406424295,EXACT_NIB,1.0
8720962893654,C002635,8720962893654,EXACT_NIB,1.0
8272795596905,C000387,8272795596905,EXACT_NIB,1.0
7820797996673,C001217,7820797996673,EXACT_NIB,1.0
9690282498392,C002789,9690282498392,EXACT_NIB,1.0
2441233613285,C003161,2441233613285,EXACT_NIB,1.0
1625265469681,C000453,1625265469681,EXACT_NIB,1.0
2730346156262,C000644,2730346156262,EXACT_NIB,1.0
0252986707660,C000126,0252986707660,EXACT_NIB,1.0
6861205943897,C004819,6861205943897,EXACT_NIB,1.0
0842456075409,C002542,0842456075409,EXACT_NIB,1.0
7938970155029,C001275,7938970155029,EXACT_NIB,1.0
6306244795133,C004740,6306244795133,EXACT_NIB,1.0
5555727738264,C001566,5555727738264,EXACT_NIB,1.0
5770299295966,C003065,5770299295966,EXACT_NIB,1.0
1942268653694,C003656,1942268653694,EXACT_NIB,1.0
7226408572169,C003234,7226408572169,EXACT_NIB,1.0
9715096883275,C001368,9715096883275,EXACT_NIB,1.0
9732781952371,C002450,9732781952371,EXACT_NIB,1.0
0460568761124,C004618,0460568761124,EXACT_NIB,1.0
4774222946430,C001681,4774222946430,EXACT_NIB,1.0
8585672872760,C000001,8585672872760,EXACT_NIB,1.0
0833506158148,C004379,0833506158148,EXACT_NIB,1.0
3372094841312,C002061,3372094841312,EXACT_NIB,1.0
1717318939749,C000167,1717318939749,EXACT_NIB,1.0
7844483548847,C003746,7844483548847,EXACT_NIB,1.0
8796434745245,C002914,8796434745245,EXACT_NIB,1.0
7403344505665,C003796,7403344505665,EXACT_NIB,1.0
9706734996010,C000676,9706734996010,EXACT_NIB,1.0
9381735984884,C004103,9381735984884,EXACT_NIB,1.0
5534490216667,C004612,5534490216667,EXACT_NIB,1.0
1918182819793,C002684,1918182819793,EXACT_NIB,1.0
9232342108902,C000674,9232342108902,EXACT_NIB,1.0
5027160736077,C003816,5027160736077,EXACT_NIB,1.0
5563318574817,C001097,5563318574817,EXACT_NIB,1.0
6704502329028,C004745,6704502329028,EXACT_NIB,1.0
3161177687290,C002508,3161177687290,EXACT_NIB,1.0
2311649133424,C004702,2311649133424,EXACT_NIB,1.0
0603202032650,C001423,0603202032650,EXACT_NIB,1.0
8552457871584,C003955,8552457871584,EXACT_NIB,1.0
7681826832303,C002802,7681826832303,EXACT_NIB,1.0
9328963406468,C000590,9328963406468,EXACT_NIB,1.0
1062272362669,C002247,1062272362669,EXACT_NIB,1.0
0184819737418,C002899,0184819737418,EXACT_NIB,1.0
2743811995376,C000643,2743811995376,EXACT_NIB,1.0
3973964178996,C003282,3973964178996,EXACT_NIB,1.0
4607455534705,C002847,4607455534705,EXACT_NIB,1.0
3541165972634,C004456,3541165972634,EXACT_NIB,1.0
8488269131196,C003443,8488269131196,EXACT_NIB,1.0
0382407333373,C003578,0382407333373,EXACT_NIB,1.0
