NIB,NPWP,OSS_ID,NAMA_PERUSAHAAN,NAMA_SINGKATAN,ALAMAT,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,NOMOR_API,NIPER,TGL_PERUBAHAN_NIB,STATUS_NIB
703673108099,80433542475752,OSS-1281040,CV WAHYUNI TBK,WAHYUNI TB,Gang Jend. A. Yani No. 67,TUAL,ID-91,92928,+62 (515) 075-6120,Firma,TERDAFTAR,DIBEKUKAN,1,0,API-U,47686-API,,2026-01-16,AKTIF
402490418222,13.060.396.2-102.190,OSS-0014180,CV HASTUTI PERSERO TBK,HASTUTI (P,Gang Cihampelas No. 922,SUNGAI PENUH,ID-23,33015,+62 (89) 908-6784,Firma,DISAHKAN,DIBEKUKAN,1,1,API-U,37354-API,NIPER-60233,2026-02-16,AKTIF
443611204607,67.947.528.1-553.992,OSS-1061824,UD YULIARTI PUTRA,UD YULIART,Jl. Gedebage Selatan No. 5,SUKABUMI,ID-18,13612,(0737) 726 7223,Perum,TERDAFTAR,DIBEKUKAN,0,0,,,,2026-01-19,AKTIF
466614590110,79.771.400.4-938.819,OSS-4905315,PT RAJASA SURYATMI DUPLICATE,RAJASA SUR,Gang Suniaraja No. 8,SUBULUSSALAM,ID-32,13797,+62 (066) 984-1661,Perum,PROSES,TIDAK AKTIF,1,1,API-P,23740-API,NIPER-77943,2026-02-13,AKTIF
896961850288,70.337.363.6-525.946,OSS-9603314,PERUM UTAMI,PERUM UTAM,Jalan Moch. Toha No. 84,SALATIGA,ID-99,34385,(039) 075-2503,Perum,TERDAFTAR,TIDAK AKTIF,1,1,API-U,77765-API,NIPER-85033,2026-01-07,AKTIF
72948831810,70573773398714,OSS-0961984,CV NATSIR DABUKKE DUPLICATE,NATSIR DAB,Gg. Rajawali Barat No. 08,KOTA ADMINISTRASI JAKARTA BARAT,ID-33,27763,+62 (015) 136-6513,Perum,PROSES,TIDAK AKTIF,0,0,,,,2026-02-24,AKTIF
605960526716,97.781.976.7-314.812,OSS-4795605,CV GUNAWAN DUPLICATE,GUNAWAN,Jalan Raya Setiabudhi No. 20,KOTA ADMINISTRASI JAKARTA PUSAT,ID-54,90536,+62 (63) 963 8569,Perum,DISAHKAN,DIBEKUKAN,1,0,API-P,05362-API,,2026-01-07,AKTIF
547697596729,95.397.340.9-716.003,OSS-3959268,PERUM RAMADAN WACANA,PERUM RAMA,Jalan Waringin No. 69,BOGOR,ID-38,61074,+62 (41) 507 2028,PT,PROSES,AKTIF,0,1,,,NIPER-56066,2026-01-31,AKTIF
374456507665,43.165.792.1-964.839,OSS-3662708,PT RAJASA RIYANTI PERSERO TBK,RAJASA RIY,Jl. Moch. Ramdan No. 0,KOTAMOBAGU,ID-77,92874,+62 (64) 553 5342,CV,TERDAFTAR,AKTIF,1,1,API-U,73803-API,NIPER-74079,2026-01-07,AKTIF
661906989835,50.152.144.1-417.505,OSS-7631447,UD MAHESWARA LAZUARDI,UD MAHESWA,Jl. Kapten Muslihat No. 682,PADANG SIDEMPUAN,ID-58,36017,+62-048-595-0715,Perum,PROSES,AKTIF,0,1,,,NIPER-18131,2026-03-02,AKTIF
872341429399,11.968.621.1-375.964,OSS-8872067,CV PANGESTU PURWANTI TBK DUPLICATE,PANGESTU P,Jl. Suniaraja No. 9,TANGERANG,ID-16,90010,+62-0801-219-2446,CV,DISAHKAN,TIDAK AKTIF,1,0,API-U,33029-API,,2026-01-23,AKTIF
815637729754,86.241.840.6-988.273,OSS-3942795,CV PRAKASA,PRAKASA,Jalan Raya Ujungberung No. 74,PADANG,ID-97,11777,+62-14-774-9585,PT,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-79307,2026-02-07,AKTIF
637472917311,14.621.051.8-439.950,OSS-0365091,PERUM PERMATA,PERUM PERM,Gg. Antapani Lama No. 154,DEPOK,ID-87,97557,+62 (0807) 258 8644,Firma,PROSES,TIDAK AKTIF,0,0,,,,2026-02-03,AKTIF
514503467243,28.293.731.2-629.150,OSS-0533852,PD LAILASARI,PD LAILASA,Gang Medokan Ayu No. 7,BANJAR,ID-14,35171,+62 (0447) 568-1727,PT,TERDAFTAR,TIDAK AKTIF,1,0,API-U,01485-API,,2026-01-14,AKTIF
313623294530,26.425.628.3-994.395,OSS-9137726,PT PERMADI BUDIYANTO TBK DUPLICATE,PERMADI BU,Gang Soekarno Hatta No. 0,PASURUAN,ID-11,60560,(038) 122-5761,Perum,TERDAFTAR,DIBEKUKAN,1,0,API-U,77638-API,,2026-03-02,AKTIF
487254086505,61.224.721.7-801.576,OSS-0226199,CV ARYANI,ARYANI,Gg. Kendalsari No. 55,PADANGPANJANG,ID-96,13776,+62 (079) 535 9185,Perum,TERDAFTAR,DIBEKUKAN,0,1,,,NIPER-10827,2026-01-13,AKTIF
664306738750,27.873.621.8-481.774,OSS-5584891,PD WALUYO,PD WALUYO,Gg. Pasirkoja No. 0,DENPASAR,ID-10,99143,+62 (050) 970-7102,Perum,TERDAFTAR,AKTIF,1,0,API-U,02349-API,,2026-01-10,AKTIF
233574151813,42.881.514.7-399.053,OSS-7999155,CV PUSPASARI LAKSMIWATI TBK,PUSPASARI,Jl. W.R. Supratman No. 826,TARAKAN,ID-58,62434,+62 (091) 739-5932,Perum,TERDAFTAR,TIDAK AKTIF,1,1,API-U,95440-API,NIPER-55463,2026-02-15,AKTIF
730346319271,65.651.577.6-794.908,OSS-3274656,PT YOLANDA,YOLANDA,Jl. Ciwastra No. 56,PANGKALPINANG,ID-44,10322,(0510) 625 5802,CV,PROSES,AKTIF,1,1,API-P,36077-API,NIPER-20591,2026-01-17,AKTIF
232168862490,91.098.611.9-303.656,OSS-9092925,PD SAPTONO PERSERO TBK,PD SAPTONO,Jalan Jend. Sudirman No. 17,PALANGKARAYA,ID-92,46993,+62-0308-807-6123,Firma,PROSES,TIDAK AKTIF,0,0,,,,2026-02-13,AKTIF
118822131723,61.328.000.1-959.408,OSS-7495033,PD HANDAYANI PERSERO TBK DUPLICATE,PD HANDAYA,Gang Kiaracondong No. 41,BANJARMASIN,ID-18,26956,+62 (09) 484-6180,CV,DISAHKAN,DIBEKUKAN,0,1,,,NIPER-28823,2026-01-02,AKTIF
541316587120,50.122.327.1-320.904,OSS-6612963,PT UTAMA DUPLICATE,UTAMA,Jalan Waringin No. 1,BLITAR,ID-84,78214,+62 (674) 750-2615,Firma,TERDAFTAR,DIBEKUKAN,1,0,API-P,86186-API,,2026-01-04,AKTIF
759212303489,90.564.317.2-104.631,OSS-1867019,PERUM PRANOWO TAMPUBOLON PERSERO TBK,PERUM PRAN,Gang Siliwangi No. 3,PURWOKERTO,ID-98,31254,(0099) 734 1350,PT,PROSES,TIDAK AKTIF,1,1,API-U,54076-API,NIPER-47186,2026-01-09,AKTIF
223422641014,42.305.665.7-760.612,OSS-5174342,PT NAMAGA,NAMAGA,Jl. Ahmad Yani No. 316,KOTA ADMINISTRASI JAKARTA SELATAN,ID-30,68026,0874851176,Firma,PROSES,AKTIF,1,0,API-P,61247-API,,2026-01-23,AKTIF
440471787174,96.327.250.8-638.597,OSS-3446483,PERUM ASTUTI JAILANI TBK DUPLICATE,PERUM ASTU,Jl. Jamika No. 097,SAWAHLUNTO,ID-32,45375,+62 (46) 570-5374,Firma,TERDAFTAR,DIBEKUKAN,1,1,API-U,57450-API,NIPER-13483,2026-01-25,AKTIF
592123394188,46.431.101.9-683.809,OSS-1423743,CV NAINGGOLAN PRASASTA,NAINGGOLAN,Jalan Pelajar Pejuang No. 21,MATARAM,ID-75,61747,(053) 388 0882,Firma,DISAHKAN,AKTIF,1,0,API-P,83103-API,,2026-02-05,AKTIF
967656124983,34.414.679.6-938.925,OSS-2914937,UD UYAINAH YULIANTI,UD UYAINAH,Jl. Ciwastra No. 1,TANJUNGBALAI,ID-60,74478,(087) 320-7181,CV,PROSES,TIDAK AKTIF,0,1,,,NIPER-16944,2026-01-24,AKTIF
236010712615,24.117.327.7-687.972,OSS-7422332,CV MELANI BUDIYANTO,MELANI BUD,Gang Jakarta No. 89,TASIKMALAYA,ID-64,25606,+62 (95) 350-6373,Firma,PROSES,AKTIF,0,0,,,,2026-02-04,AKTIF
435000588156,84.278.371.9-428.993,OSS-6056004,CV PANGESTU LAZUARDI TBK,PANGESTU L,Gang Kutisari Selatan No. 9,KOTA ADMINISTRASI JAKARTA UTARA,ID-35,17170,(065) 422 9317,CV,DISAHKAN,TIDAK AKTIF,1,1,API-U,82739-API,NIPER-58693,2026-03-02,AKTIF
500456166487,27.339.003.5-643.837,OSS-0046367,UD SIRAIT,UD SIRAIT,Jalan Jamika No. 677,MATARAM,ID-26,41626,+62 (22) 553 9831,Firma,TERDAFTAR,AKTIF,0,0,,,,2026-01-20,AKTIF
381844675334,44011285079691,OSS-4760492,PD HIDAYAT TBK DUPLICATE,PD HIDAYAT,Jalan Moch. Toha No. 780,KOTA ADMINISTRASI JAKARTA SELATAN,ID-27,55509,+62 (445) 499 5259,PT,PROSES,DIBEKUKAN,0,0,,,,2026-02-16,AKTIF
693696914931,47.370.146.1-224.659,OSS-3511097,PERUM YUNIAR MAYASARI,PERUM YUNI,Jalan Rajawali Barat No. 238,GORONTALO,ID-53,53241,+62 (74) 644-2334,CV,DISAHKAN,AKTIF,1,0,API-U,83704-API,,2026-01-12,AKTIF
450385545662,62.141.876.2-839.177,OSS-1585846,PD PRADIPTA TBK DUPLICATE,PD PRADIPT,Jalan Ronggowarsito No. 2,BANJARBARU,ID-36,26140,+62 (0184) 609 4852,PT,TERDAFTAR,AKTIF,1,1,API-U,35611-API,NIPER-45232,2026-02-17,AKTIF
379385494585,57.688.167.1-714.565,OSS-0157703,PT NURDIYANTI TBK,NURDIYANTI,Gg. Kutisari Selatan No. 667,MATARAM,ID-30,85624,(0927) 486-1959,Firma,DISAHKAN,TIDAK AKTIF,1,0,API-U,52230-API,,2026-02-13,AKTIF
363131651949,33.659.203.6-185.497,OSS-8645505,PD PUSPASARI RAMADAN TBK,PD PUSPASA,Gg. Ir. H. Djuanda No. 77,GORONTALO,ID-34,52183,+62 (092) 628-1833,Perum,PROSES,AKTIF,0,0,,,,2026-02-22,AKTIF
800171464907,97.969.921.4-881.100,OSS-3221974,PT MARPAUNG ISWAHYUDI TBK,MARPAUNG I,Jl. Cikutra Timur No. 65,BLITAR,ID-90,95942,(039) 459 1423,Firma,PROSES,AKTIF,1,0,API-U,10195-API,,2026-02-14,AKTIF
223338895524,11.005.496.4-128.750,OSS-2580754,PD NASHIRUDDIN TBK,PD NASHIRU,Gg. Jakarta No. 0,SUKABUMI,ID-27,53195,+62-44-253-0768,PT,DISAHKAN,TIDAK AKTIF,1,1,API-U,63112-API,NIPER-95387,2026-01-29,AKTIF
644559285809,76.624.098.0-492.085,OSS-9462447,UD NAINGGOLAN,UD NAINGGO,Jl. Rajawali Barat No. 860,BANDA ACEH,ID-58,56475,+62-0464-078-4355,Firma,PROSES,TIDAK AKTIF,1,1,API-U,09342-API,NIPER-78848,2026-01-20,AKTIF
112659746030,23.121.781.7-042.327,OSS-5888118,PERUM MARBUN PERSERO TBK,PERUM MARB,Gg. Tubagus Ismail No. 05,CIMAHI,ID-57,18910,+62 (310) 017-9251,PT,TERDAFTAR,AKTIF,1,0,API-P,36223-API,,2026-01-06,AKTIF
151039879577,90431559412428,OSS-0330152,CV IRAWAN TBK,IRAWAN TBK,Jl. Abdul Muis No. 8,SURABAYA,ID-44,12532,+62 (25) 198 2954,PT,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-36572,2026-03-02,AKTIF
515718409080,19.281.437.2-633.877,OSS-2397283,PT ZULAIKA PERSERO TBK,ZULAIKA (P,Gg. Jend. Sudirman No. 2,BANDAR LAMPUNG,ID-46,81441,+62 (298) 217-3929,Perum,PROSES,DIBEKUKAN,1,1,API-P,57867-API,NIPER-18153,2026-01-11,AKTIF
818276243404,58.344.611.2-789.567,OSS-5385919,CV MARYATI DUPLICATE,MARYATI,Gg. Antapani Lama No. 347,PADANG SIDEMPUAN,ID-13,92903,+62 (059) 738 4803,CV,DISAHKAN,TIDAK AKTIF,1,1,API-U,21621-API,NIPER-59759,2026-01-26,AKTIF
616188290256,85.459.789.2-893.390,OSS-3827623,PD HIDAYAT ZULKARNAIN,PD HIDAYAT,Jl. Sukabumi No. 7,TUAL,ID-74,61688,+62 (844) 926-2889,Firma,DISAHKAN,TIDAK AKTIF,1,1,API-U,83343-API,NIPER-09962,2026-01-15,AKTIF
942664998754,58.199.001.9-416.755,OSS-7031022,CV HUTAGALUNG TBK,HUTAGALUNG,Jl. Kendalsari No. 07,TANGERANG SELATAN,ID-10,75026,(0799) 594 0343,Firma,TERDAFTAR,AKTIF,0,1,,,NIPER-77452,2026-02-27,AKTIF
701817889530,81463655895072,OSS-4663389,PD PRAYOGA PRADIPTA DUPLICATE,PD PRAYOGA,Gang Lembong No. 5,TANGERANG,ID-97,89384,+62 (0823) 565-6254,PT,TERDAFTAR,AKTIF,0,1,,,NIPER-34000,2026-01-30,AKTIF
117470026552,30.901.477.3-779.881,OSS-5571600,PT SETIAWAN HARIYAH TBK,SETIAWAN H,Gang Ahmad Dahlan No. 1,PALEMBANG,ID-97,57599,+62 (080) 663 8902,Perum,TERDAFTAR,TIDAK AKTIF,1,1,API-U,50963-API,NIPER-91755,2026-02-25,AKTIF
707670310051,11.277.613.8-672.938,OSS-3586558,CV MAYASARI DUPLICATE,MAYASARI,Gang Bkr No. 63,TARAKAN,ID-14,6787,+62-0841-107-3429,Perum,PROSES,TIDAK AKTIF,0,0,,,,2026-02-09,AKTIF
671996149491,85.147.561.6-038.495,OSS-2606822,PERUM SIHOTANG WASKITA PERSERO TBK,PERUM SIHO,Jl. Ahmad Yani No. 61,SINGKAWANG,ID-96,93257,089 088 5069,PT,TERDAFTAR,AKTIF,1,0,API-P,03034-API,,2026-01-07,AKTIF
783772112121,59.863.418.1-254.682,OSS-7154896,PERUM WULANDARI WULANDARI,PERUM WULA,Jalan Veteran No. 84,TANGERANG SELATAN,ID-34,776,+62-29-666-2527,Perum,DISAHKAN,TIDAK AKTIF,0,0,,,,2026-02-24,AKTIF
239402826984,72.811.681.7-865.873,OSS-7814832,PD SIRAIT TBK,PD SIRAIT,Gg. Joyoboyo No. 2,TANJUNGPINANG,ID-39,47755,+62-86-261-4044,PT,PROSES,TIDAK AKTIF,0,0,,,,2026-01-26,AKTIF
16502435221,31.766.299.8-075.141,OSS-7065589,PT HASTUTI SIHOMBING PERSERO TBK DUPLICATE,HASTUTI SI,Jalan Monginsidi No. 648,CILEGON,ID-28,75197,+62-026-524-9970,Firma,PROSES,DIBEKUKAN,1,0,API-U,28950-API,,2026-02-13,AKTIF
997722044250,50.342.305.9-524.455,OSS-8058053,PERUM HUTAGALUNG PERSERO TBK,PERUM HUTA,Gang Dr. Djunjunan No. 3,BANJARBARU,ID-68,863,0802052909,Firma,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-44846,2026-02-24,AKTIF
282155731131,26.943.977.9-292.022,OSS-8956880,UD SUDIATI DUPLICATE,UD SUDIATI,Jl. Lembong No. 37,TARAKAN,ID-17,24224,(0718) 588 9526,CV,DISAHKAN,DIBEKUKAN,0,0,,,,2026-02-18,AKTIF
334419693157,27.919.409.6-105.566,OSS-1390604,UD NAMAGA,UD NAMAGA,Jalan Jakarta No. 679,JAYAPURA,ID-20,46225,+62 (079) 086 4168,Perum,TERDAFTAR,DIBEKUKAN,1,1,API-U,62278-API,NIPER-37693,2026-03-02,AKTIF
140354406005,32.589.748.6-971.210,OSS-6983577,PERUM FARIDA PUSPITA DUPLICATE,PERUM FARI,Jalan K.H. Wahid Hasyim No. 7,PEMATANGSIANTAR,ID-18,45730,(0110) 252 9657,Firma,PROSES,TIDAK AKTIF,1,0,API-P,38733-API,,2026-01-06,AKTIF
949050675979,64.308.776.3-964.268,OSS-4085885,PD YULIARTI PERSERO TBK,PD YULIART,Jalan Cikutra Timur No. 495,TEGAL,ID-92,40280,084 736 1618,Firma,DISAHKAN,DIBEKUKAN,0,1,,,NIPER-88147,2026-02-17,AKTIF
48611367864,52.915.858.8-239.859,OSS-4404745,PT PRASASTA HUTAPEA,PRASASTA H,Gang Jayawijaya No. 5,MATARAM,ID-49,82691,+62-145-046-2895,PT,TERDAFTAR,TIDAK AKTIF,0,0,,,,2026-02-13,AKTIF
425170135881,21.555.248.9-930.871,OSS-3016188,UD HIDAYAT,UD HIDAYAT,Jl. Kapten Muslihat No. 610,PAGARALAM,ID-37,2967,+62 (0697) 780 3493,CV,PROSES,TIDAK AKTIF,1,1,API-U,16393-API,NIPER-48355,2026-01-08,AKTIF
840293764526,58.728.023.8-656.260,OSS-0805980,PERUM PUSPASARI,PERUM PUSP,Gg. Cempaka No. 74,PROBOLINGGO,ID-81,87220,+62-071-081-6922,CV,TERDAFTAR,AKTIF,1,0,API-P,39766-API,,2026-02-19,AKTIF
328775548400,96.234.160.8-293.757,OSS-9666793,PD NASYIAH WULANDARI,PD NASYIAH,Jalan Yos Sudarso No. 8,TASIKMALAYA,ID-96,89207,083 381 0136,CV,DISAHKAN,AKTIF,0,1,,,NIPER-24083,2026-01-27,AKTIF
187074905659,31.528.029.0-377.387,OSS-7043082,PT WASITA DUPLICATE,WASITA,Jalan Cihampelas No. 59,MALANG,ID-87,50087,+62 (0271) 812 1569,Firma,TERDAFTAR,TIDAK AKTIF,1,1,API-P,72806-API,NIPER-06044,2026-02-06,AKTIF
841363864639,44422183226414,OSS-8229498,PD MAULANA PERSERO TBK,PD MAULANA,Gg. Soekarno Hatta No. 16,LHOKSEUMAWE,ID-70,6366,+62 (84) 582-3423,Perum,DISAHKAN,TIDAK AKTIF,1,0,API-P,84109-API,,2026-01-19,AKTIF
862885853494,84.135.296.6-414.674,OSS-1181568,PT SIMBOLON WIJAYANTI PERSERO TBK,SIMBOLON W,Jalan Rajawali Barat No. 997,SINGKAWANG,ID-35,56768,+62 (0037) 141 7907,Firma,PROSES,DIBEKUKAN,0,0,,,,2026-02-19,AKTIF
985458294203,40.153.534.6-607.569,OSS-9944946,PD MAULANA HABIBI PERSERO TBK,PD MAULANA,Gg. H.J Maemunah No. 0,TARAKAN,ID-48,82238,(0940) 262 0858,PT,PROSES,DIBEKUKAN,0,0,,,,2026-02-18,AKTIF
826928305371,29.341.455.4-051.292,OSS-3919081,PERUM THAMRIN FIRGANTORO PERSERO TBK,PERUM THAM,Gg. Soekarno Hatta No. 247,TANJUNGPINANG,ID-99,76957,+62 (95) 278 2910,Perum,TERDAFTAR,DIBEKUKAN,1,0,API-U,18861-API,,2026-01-05,AKTIF
120546840922,10.060.744.0-612.525,OSS-0535053,CV SIMBOLON WIBISONO DUPLICATE,SIMBOLON W,Jl. Merdeka No. 898,TANGERANG,ID-40,63326,(0485) 773 5976,Firma,PROSES,TIDAK AKTIF,0,1,,,NIPER-95541,2026-01-06,AKTIF
699499044272,37.338.542.2-857.396,OSS-9050769,UD YOLANDA MARYATI,UD YOLANDA,Gang Otto Iskandardinata No. 2,KOTA ADMINISTRASI JAKARTA BARAT,ID-26,99924,(0324) 464-2186,Perum,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-98089,2026-02-14,AKTIF
210878704485,59.663.338.7-469.919,OSS-3031584,UD ZULKARNAIN HARYANTO,UD ZULKARN,Jl. M.H Thamrin No. 115,KOTA ADMINISTRASI JAKARTA UTARA,ID-24,1598,+62-072-854-7894,CV,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-10977,2026-01-14,AKTIF
304859437553,73.614.041.5-149.177,OSS-8932177,CV WASKITA PERSERO TBK DUPLICATE,WASKITA (P,Gg. Cempaka No. 885,BANDAR LAMPUNG,ID-96,88865,+62 (0672) 321-3538,PT,DISAHKAN,TIDAK AKTIF,1,0,API-U,33207-API,,2026-01-21,AKTIF
160109728938,98.725.805.2-625.224,OSS-9704209,PD WULANDARI WASKITA TBK,PD WULANDA,Jl. Cikapayang No. 4,DUMAI,ID-64,94223,(053) 271 4725,Firma,PROSES,AKTIF,0,0,,,,2026-01-18,AKTIF
919001128401,72.344.677.9-526.890,OSS-8268154,CV NAMAGA NAJMUDIN,NAMAGA NAJ,Jalan Pelajar Pejuang No. 1,PARIAMAN,ID-64,1591,(0707) 443 4782,Firma,DISAHKAN,AKTIF,0,0,,,,2026-01-13,AKTIF
914976062046,51.772.327.0-435.767,OSS-7081456,PERUM HALIMAH NASHIRUDDIN DUPLICATE,PERUM HALI,Gang Dr. Djunjunan No. 181,SUKABUMI,ID-75,86547,+62-0729-075-4298,Firma,PROSES,AKTIF,0,1,,,NIPER-60683,2026-02-02,AKTIF
24350947651,74.116.343.5-692.090,OSS-3989137,UD SARAGIH,UD SARAGIH,Gang Dipatiukur No. 9,PEKANBARU,ID-61,61103,+62 (659) 429 9202,PT,DISAHKAN,TIDAK AKTIF,0,0,,,,2026-02-19,AKTIF
205849844753,93.600.748.1-335.333,OSS-6941751,PT HASSANAH DUPLICATE,HASSANAH,Gang Jayawijaya No. 554,PEKALONGAN,ID-62,86123,+62 (879) 050 7309,Firma,PROSES,DIBEKUKAN,1,0,API-U,07294-API,,2026-01-26,AKTIF
926087882815,28.447.650.5-930.540,OSS-7465353,PERUM HARDIANSYAH JANUAR PERSERO TBK,PERUM HARD,Gang Kebonjati No. 46,BEKASI,ID-69,76296,+62 (043) 362 9994,Firma,DISAHKAN,TIDAK AKTIF,1,1,API-P,66450-API,NIPER-99990,2026-02-02,AKTIF
317328742578,62.289.282.0-031.116,OSS-6104870,UD NARPATI FUJIATI TBK DUPLICATE,UD NARPATI,Gang Ahmad Dahlan No. 45,SURABAYA,ID-19,30067,+62 (636) 685-9688,Perum,DISAHKAN,AKTIF,1,0,API-P,84544-API,,2026-01-12,AKTIF
20161069071,59.541.289.5-667.672,OSS-0226599,PD USAMAH FIRGANTORO PERSERO TBK,PD USAMAH,Gg. Kiaracondong No. 60,BANDUNG,ID-86,44693,+62-0668-794-5754,Firma,DISAHKAN,AKTIF,0,0,,,,2026-01-28,AKTIF
